""	"x"
"1666"	"D"
"1667"	"A"
"1668"	"F"
"1669"	"A"
"1670"	"B"
"1671"	"A"
"1672"	"E"
"1673"	"B"
"1674"	"D"
"1675"	"A"
"1676"	"B"
"1677"	"C"
"1678"	"A"
"1679"	"A"
"1680"	"D"
"1681"	"E"
"1682"	"C"
"1683"	"E"
"1684"	"F"
"1685"	"A"
"1686"	"D"
"1687"	"E"
"1688"	"F"
"1689"	"D"
"1690"	"A"
"1691"	"A"
"1692"	"A"
"1693"	"D"
"1694"	"B"
"1695"	"A"
"1696"	"B"
"1697"	"E"
"1698"	"E"
"1699"	"E"
"1700"	"A"
"1701"	"A"
"1702"	"A"
"1703"	"E"
"1704"	"E"
"1705"	"A"
"1706"	"F"
"1707"	"E"
"1708"	"A"
"1709"	"E"
"1710"	"C"
"1711"	"E"
"1712"	"E"
"1713"	"A"
"1714"	"A"
"1715"	"B"
"1716"	"A"
"1717"	"D"
"1718"	"C"
"1719"	"E"
"1720"	"B"
"1721"	"E"
"1722"	"E"
"1723"	"D"
"1724"	"E"
"1725"	"B"
"1726"	"A"
"1727"	"E"
"1728"	"E"
"1729"	"B"
"1730"	"C"
"1731"	"F"
"1732"	"E"
"1733"	"D"
"1734"	"B"
"1735"	"D"
"1736"	"D"
"1737"	"E"
"1738"	"E"
"1739"	"D"
"1740"	"C"
"1741"	"E"
"1742"	"B"
"1743"	"D"
"1744"	"E"
"1745"	"E"
"1746"	"D"
"1747"	"B"
"1748"	"A"
"1749"	"A"
"1750"	"B"
"1751"	"D"
"1752"	"A"
"1753"	"A"
"1754"	"A"
"1755"	"A"
"1756"	"C"
"1757"	"E"
"1758"	"D"
"1759"	"B"
"1760"	"E"
"1761"	"B"
"1762"	"B"
"1763"	"A"
"1764"	"E"
"1765"	"A"
"1766"	"A"
"1767"	"B"
"1768"	"E"
"1769"	"C"
"1770"	"A"
"1771"	"A"
"1772"	"A"
"1773"	"A"
"1774"	"A"
"1775"	"B"
"1776"	"B"
"1777"	"C"
"1778"	"B"
"1779"	"D"
"1780"	"A"
"1781"	"A"
"1782"	"E"
"1783"	"A"
"1784"	"E"
"1785"	"E"
"1786"	"C"
"1787"	"D"
"1788"	"C"
"1789"	"E"
"1790"	"A"
"1791"	"D"
"1792"	"C"
"1793"	"B"
"1794"	"D"
"1795"	"C"
"1796"	"C"
"1797"	"A"
"1798"	"A"
"1799"	"C"
"1800"	"E"
"1801"	"B"
"1802"	"D"
"1803"	"C"
"1804"	"C"
"1805"	"C"
"1806"	"A"
"1807"	"B"
"1808"	"E"
"1809"	"E"
"1810"	"B"
"1811"	"B"
"1812"	"A"
"1813"	"C"
"1814"	"A"
"1815"	"E"
"1816"	"E"
"1817"	"E"
"1818"	"A"
"1819"	"B"
"1820"	"E"
"1821"	"E"
"1822"	"E"
"1823"	"B"
"1824"	"E"
"1825"	"E"
"1826"	"C"
"1827"	"A"
"1828"	"D"
"1829"	"E"
"1830"	"E"
"1831"	"A"
"1832"	"B"
"1833"	"A"
"1834"	"D"
"1835"	"B"
"1836"	"B"
"1837"	"F"
"1838"	"A"
"1839"	"E"
"1840"	"D"
"1841"	"F"
"1842"	"E"
"1843"	"A"
"1844"	"E"
"1845"	"F"
"1846"	"A"
"1847"	"A"
"1848"	"E"
"1849"	"A"
"1850"	"A"
"1851"	"D"
"1852"	"A"
"1853"	"A"
"1854"	"D"
"1855"	"D"
"1856"	"D"
"1857"	"B"
"1858"	"E"
"1859"	"A"
"1860"	"A"
"1861"	"B"
"1862"	"E"
"1863"	"C"
"1864"	"E"
"1865"	"B"
"1866"	"A"
"1867"	"B"
"1868"	"D"
"1869"	"E"
"1870"	"B"
"1871"	"E"
"1872"	"C"
"1873"	"E"
"1874"	"F"
"1875"	"D"
"1876"	"D"
"1877"	"C"
"1878"	"F"
"1879"	"C"
"1880"	"E"
"1881"	"B"
"1882"	"D"
"1883"	"E"
"1884"	"A"
"1885"	"A"
"1886"	"A"
"1887"	"A"
"1888"	"A"
"1889"	"E"
"1890"	"A"
"1891"	"C"
"1892"	"B"
"1893"	"A"
"1894"	"B"
"1895"	"D"
"1896"	"A"
"1897"	"E"
"1898"	"A"
"1899"	"A"
"1900"	"D"
"1901"	"D"
"1902"	"B"
"1903"	"D"
"1904"	"A"
"1905"	"E"
"1906"	"A"
"1907"	"B"
"1908"	"F"
"1909"	"D"
"1910"	"F"
"1911"	"D"
"1912"	"A"
"1913"	"E"
"1914"	"E"
"1915"	"A"
"1916"	"F"
"1917"	"D"
"1918"	"C"
"1919"	"A"
"1920"	"A"
"1921"	"C"
"1922"	"B"
"1923"	"D"
"1924"	"C"
"1925"	"E"
"1926"	"E"
"1927"	"B"
"1928"	"E"
"1929"	"E"
"1930"	"B"
"1931"	"A"
"1932"	"D"
"1933"	"A"
"1934"	"C"
"1935"	"E"
"1936"	"A"
"1937"	"A"
"1938"	"D"
"1939"	"E"
"1940"	"F"
"1941"	"E"
"1942"	"A"
"1943"	"E"
"1944"	"A"
"1945"	"B"
"1946"	"C"
"1947"	"C"
"1948"	"A"
"1949"	"E"
"1950"	"C"
"1951"	"A"
"1952"	"E"
"1953"	"E"
"1954"	"D"
"1955"	"C"
"1956"	"D"
"1957"	"C"
"1958"	"A"
"1959"	"F"
"1960"	"A"
"1961"	"A"
"1962"	"B"
"1963"	"A"
"1964"	"A"
"1965"	"C"
"1966"	"E"
"1967"	"A"
"1968"	"A"
"1969"	"E"
"1970"	"F"
"1971"	"D"
"1972"	"D"
"1973"	"C"
"1974"	"E"
"1975"	"B"
"1976"	"B"
"1977"	"B"
"1978"	"A"
"1979"	"B"
"1980"	"C"
"1981"	"E"
"1982"	"B"
"1983"	"B"
"1984"	"A"
"1985"	"B"
"1986"	"C"
"1987"	"D"
"1988"	"C"
"1989"	"B"
"1990"	"A"
"1991"	"C"
"1992"	"A"
"1993"	"E"
"1994"	"D"
"1995"	"E"
"1996"	"D"
"1997"	"A"
"1998"	"B"
"1999"	"A"
"2000"	"B"
"2001"	"E"
"2002"	"B"
"2003"	"A"
"2004"	"A"
"2005"	"C"
"2006"	"B"
"2007"	"A"
"2008"	"A"
"2009"	"F"
"2010"	"B"
"2011"	"B"
"2012"	"E"
"2013"	"A"
"2014"	"E"
"2015"	"E"
"2016"	"A"
"2017"	"E"
"2018"	"C"
"2019"	"E"
"2020"	"E"
"2021"	"E"
"2022"	"D"
"2023"	"A"
"2024"	"A"
"2025"	"D"
"2026"	"F"
"2027"	"B"
"2028"	"D"
"2029"	"A"
"2030"	"A"
"2031"	"B"
"2032"	"D"
"2033"	"A"
"2034"	"E"
"2035"	"B"
"2036"	"E"
"2037"	"E"
"2038"	"F"
"2039"	"A"
"2040"	"E"
"2041"	"F"
"2042"	"A"
"2043"	"C"
"2044"	"E"
"2045"	"A"
"2046"	"D"
"2047"	"E"
"2048"	"A"
"2049"	"A"
"2050"	"D"
"2051"	"A"
"2052"	"E"
"2053"	"A"
"2054"	"E"
"2055"	"F"
"2056"	"E"
"2057"	"E"
"2058"	"A"
"2059"	"E"
"2060"	"C"
"2061"	"C"
"2062"	"A"
"2063"	"D"
"2064"	"E"
"2065"	"E"
"2066"	"B"
"2067"	"A"
"2068"	"D"
"2069"	"A"
"2070"	"D"
"2071"	"E"
"2072"	"B"
"2073"	"A"
"2074"	"A"
"2075"	"A"
"2076"	"C"
"2077"	"A"
"2078"	"D"
"2079"	"A"
"2080"	"A"
"2081"	"C"
"2082"	"A"
"2083"	"A"
"2084"	"E"
"2085"	"D"
"2086"	"A"
"2087"	"A"
"2088"	"B"
"2089"	"A"
"2090"	"E"
"2091"	"D"
"2092"	"A"
"2093"	"D"
"2094"	"D"
"2095"	"C"
"2096"	"A"
"2097"	"A"
"2098"	"E"
"2099"	"C"
"2100"	"E"
"2101"	"E"
"2102"	"E"
"2103"	"A"
"2104"	"F"
"2105"	"A"
"2106"	"E"
"2107"	"E"
"2108"	"D"
"2109"	"E"
"2110"	"A"
"2111"	"E"
"2112"	"D"
"2113"	"E"
"2114"	"E"
"2115"	"B"
"2116"	"B"
"2117"	"A"
"2118"	"D"
"2119"	"E"
"2120"	"E"
"2121"	"D"
"2122"	"C"
"2123"	"D"
"2124"	"B"
"2125"	"C"
"2126"	"B"
"2127"	"D"
"2128"	"D"
"2129"	"D"
"2130"	"A"
"2131"	"B"
"2132"	"A"
"2133"	"E"
"2134"	"E"
"2135"	"E"
"2136"	"B"
"2137"	"D"
"2138"	"D"
"2139"	"F"
"2140"	"B"
"2141"	"D"
"2142"	"F"
"2143"	"E"
"2144"	"A"
"2145"	"D"
"2146"	"E"
"2147"	"C"
"2148"	"A"
"2149"	"E"
"2150"	"A"
"2151"	"D"
"2152"	"A"
"2153"	"E"
"2154"	"A"
"2155"	"B"
"2156"	"A"
"2157"	"E"
"2158"	"A"
"2159"	"C"
"2160"	"B"
"2161"	"A"
"2162"	"B"
"2163"	"A"
"2164"	"E"
"2165"	"D"
"2166"	"A"
"2167"	"B"
"2168"	"E"
"2169"	"A"
"2170"	"A"
"2171"	"A"
"2172"	"B"
"2173"	"A"
"2174"	"A"
"2175"	"E"
"2176"	"D"
"2177"	"B"
"2178"	"B"
"2179"	"E"
"2180"	"B"
"2181"	"E"
"2182"	"B"
"2183"	"D"
"2184"	"D"
"2185"	"A"
"2186"	"E"
"2187"	"E"
"2188"	"D"
"2189"	"A"
"2190"	"E"
"2191"	"A"
"2192"	"D"
"2193"	"F"
"2194"	"A"
"2195"	"A"
"2196"	"A"
"2197"	"F"
"2198"	"D"
"2199"	"A"
"2200"	"D"
"2201"	"E"
"2202"	"A"
"2203"	"A"
"2204"	"E"
"2205"	"C"
"2206"	"E"
"2207"	"A"
"2208"	"A"
"2209"	"A"
"2210"	"B"
"2211"	"F"
"2212"	"A"
"2213"	"A"
"2214"	"A"
"2215"	"A"
"2216"	"F"
"2217"	"B"
"2218"	"A"
"2219"	"D"
"2220"	"E"
"2221"	"B"
"2222"	"E"
"2223"	"B"
"2224"	"C"
"2225"	"A"
"2226"	"A"
"2227"	"A"
"2228"	"A"
"2229"	"D"
"2230"	"A"
"2231"	"D"
"2232"	"B"
"2233"	"D"
"2234"	"B"
"2235"	"B"
"2236"	"A"
"2237"	"A"
"2238"	"B"
"2239"	"B"
"2240"	"A"
"2241"	"A"
"2242"	"E"
"2243"	"D"
"2244"	"D"
"2245"	"E"
"2246"	"D"
"2247"	"F"
"2248"	"E"
"2249"	"E"
"2250"	"A"
"2251"	"A"
"2252"	"A"
"2253"	"D"
"2254"	"A"
"2255"	"B"
"2256"	"E"
"2257"	"A"
"2258"	"D"
"2259"	"C"
"2260"	"B"
"2261"	"E"
"2262"	"A"
"2263"	"B"
"2264"	"E"
"2265"	"A"
"2266"	"A"
"2267"	"E"
"2268"	"B"
"2269"	"C"
"2270"	"D"
"2271"	"B"
"2272"	"C"
"2273"	"E"
"2274"	"F"
"2275"	"D"
"2276"	"A"
"2277"	"E"
"2278"	"A"
"2279"	"B"
"2280"	"A"
"2281"	"E"
"2282"	"D"
"2283"	"E"
"2284"	"D"
"2285"	"A"
"2286"	"F"
"2287"	"A"
"2288"	"E"
"2289"	"B"
"2290"	"D"
"2291"	"D"
"2292"	"A"
"2293"	"D"
"2294"	"D"
"2295"	"A"
"2296"	"B"
"2297"	"A"
"2298"	"A"
"2299"	"D"
"2300"	"F"
"2301"	"E"
"2302"	"A"
"2303"	"A"
"2304"	"E"
"2305"	"E"
"2306"	"C"
"2307"	"A"
"2308"	"A"
"2309"	"A"
"2310"	"C"
"2311"	"A"
"2312"	"B"
"2313"	"E"
"2314"	"E"
"2315"	"C"
"2316"	"E"
"2317"	"B"
"2318"	"A"
"2319"	"B"
"2320"	"A"
"2321"	"E"
"2322"	"B"
"2323"	"E"
"2324"	"B"
"2325"	"A"
"2326"	"E"
"2327"	"D"
"2328"	"E"
"2329"	"E"
"2330"	"B"
"2331"	"A"
"2332"	"A"
"2333"	"D"
"2334"	"D"
"2335"	"A"
"2336"	"A"
"2337"	"D"
"2338"	"A"
"2339"	"E"
"2340"	"A"
"2341"	"A"
"2342"	"D"
"2343"	"B"
"2344"	"E"
"2345"	"B"
"2346"	"B"
"2347"	"C"
"2348"	"A"
"2349"	"B"
"2350"	"A"
"2351"	"A"
"2352"	"E"
"2353"	"A"
"2354"	"E"
"2355"	"A"
"2356"	"A"
"2357"	"A"
"2358"	"A"
"2359"	"B"
"2360"	"A"
"2361"	"C"
"2362"	"E"
"2363"	"E"
"2364"	"A"
"2365"	"D"
"2366"	"D"
"2367"	"A"
"2368"	"B"
"2369"	"B"
"2370"	"A"
"2371"	"D"
"2372"	"C"
"2373"	"D"
"2374"	"A"
"2375"	"A"
"2376"	"A"
"2377"	"B"
"2378"	"D"
"2379"	"E"
"2380"	"E"
"2381"	"A"
"2382"	"A"
"2383"	"B"
"2384"	"A"
"2385"	"C"
"2386"	"A"
"2387"	"A"
"2388"	"E"
"2389"	"F"
"2390"	"E"
"2391"	"E"
"2392"	"D"
"2393"	"A"
"2394"	"D"
"2395"	"D"
"2396"	"A"
"2397"	"E"
"2398"	"E"
"2399"	"F"
"2400"	"B"
"2401"	"E"
"2402"	"A"
"2403"	"E"
"2404"	"E"
"2405"	"B"
"2406"	"A"
"2407"	"C"
"2408"	"A"
"2409"	"B"
"2410"	"D"
"2411"	"A"
"2412"	"D"
"2413"	"A"
"2414"	"D"
"2415"	"E"
"2416"	"C"
"2417"	"C"
"2418"	"A"
"2419"	"C"
"2420"	"D"
"2421"	"A"
"2422"	"C"
"2423"	"E"
"2424"	"A"
"2425"	"A"
"2426"	"D"
"2427"	"A"
"2428"	"C"
"2429"	"F"
"2430"	"E"
"2431"	"A"
"2432"	"A"
"2433"	"A"
"2434"	"A"
"2435"	"A"
"2436"	"D"
"2437"	"E"
"2438"	"A"
"2439"	"D"
"2440"	"D"
"2441"	"B"
"2442"	"B"
"2443"	"D"
"2444"	"B"
"2445"	"E"
"2446"	"F"
"2447"	"E"
"2448"	"D"
"2449"	"E"
"2450"	"D"
"2451"	"F"
"2452"	"A"
"2453"	"A"
"2454"	"D"
"2455"	"B"
"2456"	"C"
"2457"	"A"
"2458"	"E"
"2459"	"A"
"2460"	"E"
"2461"	"E"
"2462"	"B"
"2463"	"C"
"2464"	"B"
"2465"	"B"
"2466"	"A"
"2467"	"B"
"2468"	"A"
"2469"	"D"
"2470"	"F"
"2471"	"E"
"2472"	"D"
"2473"	"D"
"2474"	"A"
"2475"	"B"
"2476"	"A"
"2477"	"B"
"2478"	"A"
"2479"	"A"
"2480"	"A"
"2481"	"A"
"2482"	"B"
"2483"	"D"
"2484"	"A"
"2485"	"C"
"2486"	"A"
"2487"	"A"
"2488"	"A"
"2489"	"B"
"2490"	"A"
"2491"	"C"
"2492"	"E"
"2493"	"E"
"2494"	"C"
"2495"	"D"
"2496"	"E"
"2497"	"D"
"2498"	"E"
"2499"	"D"
"2500"	"C"
"2501"	"D"
"2502"	"E"
"2503"	"E"
"2504"	"A"
"2505"	"E"
"2506"	"D"
"2507"	"C"
"2508"	"B"
"2509"	"D"
"2510"	"D"
"2511"	"C"
"2512"	"A"
"2513"	"C"
"2514"	"D"
"2515"	"D"
"2516"	"E"
"2517"	"E"
"2518"	"E"
"2519"	"E"
"2520"	"C"
"2521"	"B"
"2522"	"E"
"2523"	"B"
"2524"	"A"
"2525"	"D"
"2526"	"A"
"2527"	"D"
"2528"	"C"
"2529"	"C"
"2530"	"A"
"2531"	"E"
"2532"	"A"
"2533"	"A"
"2534"	"B"
"2535"	"B"
"2536"	"C"
"2537"	"D"
"2538"	"A"
"2539"	"D"
"2540"	"C"
"2541"	"A"
"2542"	"A"
"2543"	"E"
"2544"	"A"
"2545"	"A"
"2546"	"A"
"2547"	"E"
"2548"	"C"
"2549"	"C"
"2550"	"A"
"2551"	"B"
"2552"	"E"
"2553"	"E"
"2554"	"D"
"2555"	"D"
"2556"	"E"
"2557"	"D"
"2558"	"E"
"2559"	"A"
"2560"	"C"
"2561"	"A"
"2562"	"F"
"2563"	"D"
"2564"	"C"
"2565"	"B"
"2566"	"B"
"2567"	"F"
"2568"	"E"
"2569"	"B"
"2570"	"B"
"2571"	"E"
"2572"	"D"
"2573"	"A"
"2574"	"A"
"2575"	"A"
"2576"	"F"
"2577"	"A"
"2578"	"E"
"2579"	"A"
"2580"	"C"
"2581"	"A"
"2582"	"A"
"2583"	"D"
"2584"	"D"
"2585"	"E"
"2586"	"B"
"2587"	"E"
"2588"	"A"
"2589"	"B"
"2590"	"F"
"2591"	"B"
"2592"	"E"
"2593"	"D"
"2594"	"A"
"2595"	"D"
"2596"	"A"
"2597"	"A"
"2598"	"A"
"2599"	"A"
"2600"	"A"
"2601"	"A"
"2602"	"A"
"2603"	"E"
"2604"	"E"
"2605"	"A"
"2606"	"A"
"2607"	"D"
"2608"	"C"
"2609"	"D"
"2610"	"B"
"2611"	"E"
"2612"	"D"
"2613"	"A"
"2614"	"E"
"2615"	"A"
"2616"	"B"
"2617"	"A"
"2618"	"A"
"2619"	"A"
"2620"	"D"
"2621"	"F"
"2622"	"D"
"2623"	"E"
"2624"	"E"
"2625"	"A"
"2626"	"B"
"2627"	"A"
"2628"	"D"
"2629"	"B"
"2630"	"A"
"2631"	"A"
"2632"	"C"
"2633"	"E"
"2634"	"C"
"2635"	"D"
"2636"	"D"
"2637"	"B"
"2638"	"C"
"2639"	"D"
"2640"	"D"
"2641"	"A"
"2642"	"D"
"2643"	"D"
"2644"	"F"
"2645"	"B"
"2646"	"A"
"2647"	"E"
"2648"	"E"
"2649"	"B"
"2650"	"E"
"2651"	"C"
"2652"	"D"
"2653"	"D"
"2654"	"A"
"2655"	"D"
"2656"	"D"
"2657"	"A"
"2658"	"E"
"2659"	"B"
"2660"	"D"
"2661"	"D"
"2662"	"D"
"2663"	"E"
"2664"	"B"
"2665"	"C"
"2666"	"D"
"2667"	"B"
"2668"	"A"
"2669"	"D"
"2670"	"D"
"2671"	"E"
"2672"	"E"
"2673"	"C"
"2674"	"A"
"2675"	"D"
"2676"	"E"
"2677"	"A"
"2678"	"D"
"2679"	"D"
"2680"	"E"
"2681"	"D"
"2682"	"C"
"2683"	"A"
"2684"	"B"
"2685"	"D"
"2686"	"D"
"2687"	"E"
"2688"	"F"
"2689"	"B"
"2690"	"A"
"2691"	"E"
"2692"	"A"
"2693"	"D"
"2694"	"C"
"2695"	"E"
"2696"	"F"
"2697"	"D"
"2698"	"C"
"2699"	"B"
"2700"	"E"
"2701"	"A"
"2702"	"A"
"2703"	"A"
"2704"	"A"
"2705"	"E"
"2706"	"E"
"2707"	"D"
"2708"	"B"
"2709"	"A"
"2710"	"A"
"2711"	"D"
"2712"	"C"
"2713"	"A"
"2714"	"D"
"2715"	"A"
"2716"	"E"
"2717"	"C"
"2718"	"A"
"2719"	"B"
"2720"	"C"
"2721"	"E"
"2722"	"E"
"2723"	"B"
"2724"	"A"
"2725"	"A"
"2726"	"E"
"2727"	"A"
"2728"	"A"
"2729"	"B"
"2730"	"D"
"2731"	"D"
"2732"	"F"
"2733"	"A"
"2734"	"D"
"2735"	"E"
"2736"	"A"
"2737"	"B"
"2738"	"A"
"2739"	"A"
"2740"	"C"
"2741"	"B"
"2742"	"A"
"2743"	"D"
"2744"	"F"
"2745"	"A"
"2746"	"B"
"2747"	"D"
"2748"	"A"
"2749"	"D"
"2750"	"D"
"2751"	"E"
"2752"	"A"
"2753"	"A"
"2754"	"C"
"2755"	"A"
"2756"	"E"
"2757"	"B"
"2758"	"A"
"2759"	"A"
"2760"	"A"
"2761"	"E"
"2762"	"E"
"2763"	"B"
"2764"	"A"
"2765"	"E"
"2766"	"C"
"2767"	"A"
"2768"	"D"
"2769"	"C"
"2770"	"A"
"2771"	"E"
"2772"	"D"
"2773"	"A"
"2774"	"D"
"2775"	"B"
"2776"	"D"
"2777"	"E"
"2778"	"D"
"2779"	"F"
"2780"	"B"
"2781"	"B"
"2782"	"C"
"2783"	"E"
"2784"	"A"
"2785"	"E"
"2786"	"E"
"2787"	"E"
"2788"	"A"
"2789"	"F"
"2790"	"E"
"2791"	"D"
"2792"	"C"
"2793"	"A"
"2794"	"D"
"2795"	"A"
"2796"	"A"
"2797"	"E"
"2798"	"A"
"2799"	"B"
"2800"	"A"
"2801"	"A"
"2802"	"B"
"2803"	"E"
"2804"	"D"
"2805"	"D"
"2806"	"E"
"2807"	"E"
"2808"	"D"
"2809"	"B"
"2810"	"D"
"2811"	"E"
"2812"	"E"
"2813"	"E"
"2814"	"A"
"2815"	"C"
"2816"	"B"
"2817"	"D"
"2818"	"B"
"2819"	"E"
"2820"	"D"
"2821"	"A"
"2822"	"A"
"2823"	"C"
"2824"	"A"
"2825"	"A"
"2826"	"E"
"2827"	"E"
"2828"	"B"
"2829"	"B"
"2830"	"A"
"2831"	"C"
"2832"	"A"
"2833"	"C"
"2834"	"A"
"2835"	"A"
"2836"	"B"
"2837"	"C"
"2838"	"B"
"2839"	"A"
"2840"	"A"
"2841"	"A"
"2842"	"B"
"2843"	"D"
"2844"	"A"
"2845"	"D"
"2846"	"B"
"2847"	"A"
"2848"	"A"
"2849"	"B"
"2850"	"D"
"2851"	"A"
"2852"	"D"
"2853"	"B"
"2854"	"D"
"2855"	"A"
"2856"	"D"
"2857"	"D"
"2858"	"A"
"2859"	"D"
"2860"	"C"
"2861"	"B"
"2862"	"B"
"2863"	"D"
"2864"	"A"
"2865"	"B"
"2866"	"B"
"2867"	"B"
"2868"	"D"
"2869"	"D"
"2870"	"A"
"2871"	"D"
"2872"	"F"
"2873"	"E"
"2874"	"A"
"2875"	"B"
"2876"	"D"
"2877"	"E"
"2878"	"E"
"2879"	"E"
"2880"	"A"
"2881"	"D"
"2882"	"B"
"2883"	"E"
"2884"	"B"
"2885"	"D"
"2886"	"E"
"2887"	"E"
"2888"	"A"
"2889"	"B"
"2890"	"A"
"2891"	"B"
"2892"	"C"
"2893"	"D"
"2894"	"E"
"2895"	"E"
"2896"	"B"
"2897"	"E"
"2898"	"B"
"2899"	"E"
"2900"	"E"
"2901"	"F"
"2902"	"B"
"2903"	"D"
"2904"	"A"
"2905"	"B"
"2906"	"F"
"2907"	"A"
"2908"	"D"
"2909"	"D"
"2910"	"A"
"2911"	"C"
"2912"	"E"
"2913"	"D"
"2914"	"D"
"2915"	"D"
"2916"	"D"
"2917"	"B"
"2918"	"A"
"2919"	"D"
"2920"	"E"
"2921"	"D"
"2922"	"E"
"2923"	"D"
"2924"	"E"
"2925"	"E"
"2926"	"C"
"2927"	"D"
"2928"	"B"
"2929"	"A"
"2930"	"A"
"2931"	"C"
"2932"	"E"
"2933"	"E"
"2934"	"F"
"2935"	"A"
"2936"	"A"
"2937"	"F"
"2938"	"E"
"2939"	"B"
"2940"	"F"
"2941"	"D"
"2942"	"E"
"2943"	"E"
"2944"	"C"
"2945"	"F"
"2946"	"E"
"2947"	"A"
"2948"	"F"
"2949"	"A"
"2950"	"A"
"2951"	"E"
"2952"	"D"
"2953"	"D"
"2954"	"A"
"2955"	"B"
"2956"	"A"
"2957"	"E"
"2958"	"C"
"2959"	"F"
"2960"	"A"
"2961"	"B"
"2962"	"D"
"2963"	"E"
"2964"	"A"
"2965"	"C"
"2966"	"A"
"2967"	"A"
"2968"	"A"
"2969"	"A"
"2970"	"D"
"2971"	"E"
"2972"	"A"
"2973"	"A"
"2974"	"A"
"2975"	"A"
"2976"	"A"
"2977"	"B"
"2978"	"B"
"2979"	"B"
"2980"	"B"
"2981"	"A"
"2982"	"C"
"2983"	"D"
"2984"	"E"
"2985"	"A"
"2986"	"E"
"2987"	"F"
"2988"	"B"
"2989"	"D"
"2990"	"B"
"2991"	"A"
"2992"	"E"
"2993"	"C"
"2994"	"A"
"2995"	"A"
"2996"	"A"
"2997"	"E"
"2998"	"D"
"2999"	"A"
"3000"	"C"
"3001"	"D"
"3002"	"F"
"3003"	"F"
"3004"	"E"
"3005"	"B"
"3006"	"F"
"3007"	"E"
"3008"	"A"
"3009"	"E"
"3010"	"E"
"3011"	"D"
"3012"	"C"
"3013"	"B"
"3014"	"D"
"3015"	"E"
"3016"	"A"
"3017"	"E"
"3018"	"A"
"3019"	"E"
"3020"	"A"
"3021"	"A"
"3022"	"C"
"3023"	"C"
"3024"	"A"
"3025"	"D"
"3026"	"A"
"3027"	"F"
"3028"	"E"
"3029"	"E"
"3030"	"E"
"3031"	"E"
"3032"	"A"
"3033"	"D"
"3034"	"D"
"3035"	"B"
"3036"	"A"
"3037"	"D"
"3038"	"A"
"3039"	"F"
"3040"	"A"
"3041"	"E"
"3042"	"F"
"3043"	"E"
"3044"	"D"
"3045"	"A"
"3046"	"D"
"3047"	"E"
"3048"	"E"
"3049"	"D"
"3050"	"E"
"3051"	"C"
"3052"	"D"
"3053"	"B"
"3054"	"E"
"3055"	"A"
"3056"	"A"
"3057"	"D"
"3058"	"A"
"3059"	"B"
"3060"	"D"
"3061"	"F"
"3062"	"A"
"3063"	"E"
"3064"	"F"
"3065"	"D"
"3066"	"D"
"3067"	"D"
"3068"	"E"
"3069"	"E"
"3070"	"E"
"3071"	"C"
"3072"	"D"
"3073"	"D"
"3074"	"D"
"3075"	"E"
"3076"	"D"
"3077"	"F"
"3078"	"A"
"3079"	"D"
"3080"	"A"
"3081"	"C"
"3082"	"C"
"3083"	"B"
"3084"	"A"
"3085"	"B"
"3086"	"A"
"3087"	"A"
"3088"	"A"
"3089"	"B"
"3090"	"E"
"3091"	"F"
"3092"	"D"
"3093"	"A"
"3094"	"F"
"3095"	"E"
"3096"	"D"
"3097"	"C"
"3098"	"A"
"3099"	"B"
"3100"	"D"
"3101"	"E"
"3102"	"E"
"3103"	"E"
"3104"	"F"
"3105"	"A"
"3106"	"A"
"3107"	"C"
"3108"	"D"
"3109"	"E"
"3110"	"A"
"3111"	"E"
"3112"	"E"
"3113"	"C"
"3114"	"E"
"3115"	"A"
"3116"	"B"
"3117"	"A"
"3118"	"E"
"3119"	"E"
"3120"	"D"
"3121"	"A"
"3122"	"E"
"3123"	"E"
"3124"	"D"
"3125"	"C"
"3126"	"E"
"3127"	"D"
"3128"	"E"
"3129"	"B"
"3130"	"D"
"3131"	"E"
"3132"	"C"
"3133"	"B"
"3134"	"C"
"3135"	"A"
"3136"	"B"
"3137"	"A"
"3138"	"A"
"3139"	"A"
"3140"	"D"
"3141"	"E"
"3142"	"E"
"3143"	"A"
"3144"	"D"
"3145"	"F"
"3146"	"B"
"3147"	"D"
"3148"	"D"
"3149"	"B"
"3150"	"A"
"3151"	"D"
"3152"	"D"
"3153"	"A"
"3154"	"E"
"3155"	"C"
"3156"	"B"
"3157"	"D"
"3158"	"B"
"3159"	"E"
"3160"	"B"
"3161"	"A"
"3162"	"A"
"3163"	"C"
"3164"	"A"
"3165"	"A"
"3166"	"F"
"3167"	"D"
"3168"	"F"
"3169"	"B"
"3170"	"E"
"3171"	"E"
"3172"	"E"
"3173"	"E"
"3174"	"B"
"3175"	"E"
"3176"	"E"
"3177"	"B"
"3178"	"B"
"3179"	"A"
"3180"	"A"
"3181"	"B"
"3182"	"E"
"3183"	"E"
"3184"	"F"
"3185"	"D"
"3186"	"A"
"3187"	"F"
"3188"	"A"
"3189"	"A"
"3190"	"C"
"3191"	"D"
"3192"	"D"
"3193"	"A"
"3194"	"B"
"3195"	"C"
"3196"	"C"
"3197"	"A"
"3198"	"A"
"3199"	"A"
"3200"	"B"
"3201"	"D"
"3202"	"A"
"3203"	"D"
"3204"	"B"
"3205"	"D"
"3206"	"A"
"3207"	"A"
"3208"	"E"
"3209"	"D"
"3210"	"B"
"3211"	"B"
"3212"	"E"
"3213"	"C"
"3214"	"C"
"3215"	"C"
"3216"	"A"
"3217"	"E"
"3218"	"B"
"3219"	"A"
